Date,Open,High,Low,Close,Adj Close,Volume,Per Change
6/16/99,2465.01001,2517.850098,2414.659912,2517.830078,2517.830078,1026530000,0.226410361
6/17/99,2500.350098,2549.98999,2494.280029,2544.149902,2544.149902,892380000,-0.130682981
6/18/99,2524.810059,2564.439941,2524.810059,2563.439941,2563.439941,978110000,0.096068939
6/21/99,2578.199951,2630.280029,2563.439941,2630.280029,2630.280029,903880000,-0.07589126
6/22/99,2618.340088,2642.360107,2580.26001,2580.26001,2580.26001,1002260000,0.108841882
6/23/99,2569.399902,2598.129883,2557.459961,2598.120117,2598.120117,950570000,-0.051573444
6/24/99,2596.709961,2598.129883,2550.139893,2553.98999,2553.98999,911730000,-0.040859695
6/25/99,2573,2587.149902,2542.360107,2552.649902,2552.649902,767890000,-0.157766005
6/28/99,2568.469971,2602.449951,2554.949951,2602.439941,2602.439941,761900000,-0.007800596
6/29/99,2602.97998,2642.110107,2594.320068,2642.110107,2642.110107,952190000,0.249757186
6/30/99,2639.790039,2696.870117,2621.060059,2686.120117,2686.120117,1328060000,0.394742646
7/1/99,2692.959961,2711.76001,2658.26001,2706.179932,2706.179932,1093090000,-0.176927247
7/2/99,2712.899902,2741.02002,2711.879883,2741.02002,2741.02002,850020000,-0.222369613
7/6/99,2760.01001,2787.169922,2733.629883,2736.780029,2736.780029,1135620000,0.335992094
7/7/99,2742.330078,2748.820068,2724.370117,2743.040039,2743.040039,1033750000,-0.089704302
7/8/99,2744.47998,2775.52002,2731.120117,2771.860107,2771.860107,1048380000,0.014152358
7/9/99,2785.340088,2793.26001,2767.370117,2793.070068,2793.070068,927180000,-0.115606936
7/12/99,2805.080078,2812.350098,2774.77002,2790.439941,2790.439941,981370000,0.058446041
7/13/99,2768.820068,2782.25,2755.840088,2778.22998,2778.22998,995390000,0.014286151
7/14/99,2796.620117,2818.139893,2771.209961,2818.129883,2818.129883,1071090000,0.076050593
7/15/99,2828.610107,2840.030029,2813.52002,2839.370117,2839.370117,1119320000,0.045028896
7/16/99,2851.52002,2871.899902,2839.370117,2864.47998,2864.47998,1052960000,-0.059285995
7/19/99,2874.610107,2874.919922,2829.889893,2830.290039,2830.290039,945950000,-0.101627792
7/20/99,2806.370117,2806.370117,2728.810059,2732.179932,2732.179932,1081290000,0.143073101
7/21/99,2742.830078,2769.600098,2728.370117,2761.77002,2761.77002,1019080000,-0.057533132
7/22/99,2749.050049,2749.050049,2679.350098,2684.439941,2684.439941,1038620000,0.019174157
7/23/99,2700.860107,2708.870117,2668.429932,2692.399902,2692.399902,922040000,-0.112245094
7/26/99,2656.300049,2666.659912,2619.080078,2619.189941,2619.189941,843850000,-0.084801093
7/27/99,2658.26001,2685.040039,2650.179932,2679.330078,2679.330078,997520000,0.182105824
7/28/99,2684.040039,2709.76001,2660.620117,2705.840088,2705.840088,964880000,-0.032721148
7/29/99,2663.959961,2705.840088,2627.800049,2640.01001,2640.01001,917000000,-0.049622751
7/30/99,2657.830078,2676.449951,2631.870117,2638.48999,2638.48999,877260000,-0.043336968
8/2/99,2638.310059,2670.810059,2617.219971,2623.629883,2623.629883,754220000,-0.140254885
8/3/99,2647.810059,2649.209961,2564.25,2587.98999,2587.98999,1013500000,0.343772374
8/4/99,2590.199951,2604.110107,2538.879883,2540,2540,964170000,-0.048672916
8/5/99,2539.23999,2565.830078,2474.409912,2565.830078,2565.830078,1167110000,0.210481554
8/6/99,2552.030029,2592.330078,2535.629883,2547.969971,2547.969971,813730000,-0.302782086
8/9/99,2562.050049,2563.719971,2517.459961,2518.97998,2518.97998,748210000,-0.080518108
8/10/99,2513.139893,2521.649902,2442.219971,2490.110107,2490.110107,978230000,0.307427059
8/11/99,2532.540039,2565.149902,2490.110107,2564.97998,2564.97998,911460000,-0.068255932
8/12/99,2567.209961,2586.100098,2548.51001,2549.48999,2549.48999,916770000,0.005825818
8/13/99,2590.169922,2637.820068,2590.169922,2637.810059,2637.810059,934220000,0.019034218
8/16/99,2644.669922,2661.149902,2623.050049,2645.280029,2645.280029,781570000,-0.163398343
8/17/99,2674.469971,2680,2631.340088,2671.22998,2671.22998,898390000,0.149468378
8/18/99,2671.129883,2683.149902,2657.389893,2657.72998,2657.72998,1045290000,0.163514732
8/19/99,2637.73999,2657.73999,2612.280029,2621.429932,2621.429932,868280000,-0.169340566
8/20/99,2635.050049,2648.409912,2620.209961,2648.330078,2648.330078,795140000,-0.0842355
8/23/99,2670.699951,2719.909912,2648.330078,2719.570068,2719.570068,915630000,0.151533063
8/24/99,2708.800049,2777,2708.060059,2752.370117,2752.370117,1032160000,0.127267564
8/25/99,2772.820068,2810.100098,2750.719971,2805.600098,2805.600098,1035950000,0.003671911
8/26/99,2808.419922,2819.899902,2774.110107,2774.620117,2774.620117,1100060000,0.061885226
8/27/99,2792.469971,2795.179932,2752.47998,2758.899902,2758.899902,806090000,-0.267230878
8/30/99,2763.830078,2769.070068,2703.100098,2712.689941,2712.689941,795940000,-0.012591646
8/31/99,2717.26001,2739.899902,2671.669922,2739.350098,2739.350098,970590000,0.219426087
9/1/99,2752.330078,2768.550049,2739.110107,2750.800049,2750.800049,919330000,-0.052813237
9/2/99,2716.149902,2750.820068,2698.179932,2734.23999,2734.23999,836160000,-0.090468058
9/3/99,2793.659912,2843.110107,2734.23999,2843.110107,2843.110107,910410000,0.088798794
9/7/99,2840.120117,2860.159912,2833.02002,2837.26001,2837.26001,911230000,0.000900693
9/8/99,2824.02002,2851.120117,2806.600098,2808.73999,2808.73999,1005950000,0.103947412
9/9/99,2826.600098,2852.040039,2807.949951,2852.02002,2852.02002,1029970000,0.023877926
9/10/99,2880.72998,2897.530029,2855.280029,2887.060059,2887.060059,1129430000,0.096565919
9/13/99,2879.780029,2883.360107,2844.76001,2844.77002,2844.77002,984440000,-0.12837449
9/14/99,2843.530029,2870.26001,2837.929932,2868.290039,2868.290039,1013000000,0.029011418
9/15/99,2887.22998,2888.899902,2813.25,2814.169922,2814.169922,1059050000,0.045459033
9/16/99,2820.840088,2820.840088,2756.030029,2806.719971,2806.719971,960310000,-0.093234503
9/17/99,2825.860107,2869.649902,2824.189941,2869.620117,2869.620117,1005060000,0.046599536
9/20/99,2877.530029,2890.719971,2858.790039,2886.149902,2886.149902,803340000,-0.200704436
9/21/99,2863.560059,2863.560059,2819.689941,2821.100098,2821.100098,1035910000,0.289503822
9/22/99,2832.100098,2858.189941,2802.179932,2858.159912,2858.159912,1029880000,-0.005820969
9/23/99,2879.899902,2880.100098,2741.939941,2749.830078,2749.830078,1170630000,0.136666408
9/24/99,2728.22998,2746.780029,2684.699951,2740.409912,2740.409912,1152000000,-0.015914508
9/27/99,2781.419922,2794.159912,2758.959961,2761.75,2761.75,942310000,-0.182022569
9/28/99,2752.23999,2763.75,2694.73999,2756.25,2756.25,1103400000,0.170952234
9/29/99,2756.25,2772.429932,2728.899902,2730.27002,2730.27002,1121110000,0.01605039
9/30/99,2744.350098,2765.409912,2717.889893,2746.159912,2746.159912,1210570000,0.079795917
10/1/99,2729.040039,2739.77002,2698.01001,2736.850098,2736.850098,973610000,-0.195742501
10/4/99,2751.540039,2795.98999,2747.689941,2795.969971,2795.969971,914660000,-0.060547858
10/5/99,2795.969971,2833.959961,2765.370117,2799.669922,2799.669922,1193260000,0.304594057
10/6/99,2822.600098,2857.429932,2822.600098,2857.209961,2857.209961,1170050000,-0.019450916
10/7/99,2874.75,2886.199951,2847.179932,2860.699951,2860.699951,1216890000,0.040032477
10/8/99,2861.719971,2886.590088,2825.860107,2886.570068,2886.570068,1035030000,-0.14944654
10/11/99,2890.72998,2920.72998,2890.540039,2915.949951,2915.949951,873260000,-0.156294987
10/12/99,2921.409912,2923.320068,2869.439941,2872.429932,2872.429932,1004090000,0.149817924
10/13/99,2834.939941,2864.219971,2787.860107,2801.27002,2801.27002,1004720000,0.000627434
10/14/99,2816.02002,2821.689941,2766.459961,2806.840088,2806.840088,1015490000,0.010719404
10/15/99,2748.100098,2763.040039,2704.280029,2731.830078,2731.830078,1074740000,0.058346217
10/18/99,2726.300049,2730.48999,2632.01001,2689.149902,2689.149902,997350000,-0.072008114
10/19/99,2725.570068,2729.300049,2674.899902,2688.179932,2688.179932,1093110000,0.096014438
10/20/99,2745.620117,2788.129883,2728,2788.129883,2788.129883,1053700000,-0.036053096
10/21/99,2727.73999,2805.070068,2724.73999,2801.949951,2801.949951,1123220000,0.065977033
10/22/99,2827.22998,2843.600098,2807.540039,2816.52002,2816.52002,1175300000,0.046366696
10/25/99,2813.290039,2832.659912,2793.540039,2815.949951,2815.949951,933190000,-0.205998468
10/26/99,2851.98999,2859.919922,2811.199951,2811.469971,2811.469971,1067420000,0.143839947
10/27/99,2811.939941,2812.5,2768.870117,2802.52002,2802.52002,1075340000,0.00741976
10/28/99,2832.810059,2875.47998,2830.080078,2875.219971,2875.219971,1249160000,0.161641899
10/29/99,2919.370117,2978.629883,2919.370117,2966.429932,2966.429932,1441380000,0.153879407
11/1/99,2970.929932,2997.899902,2967.629883,2967.649902,2967.649902,1076080000,-0.253437678
11/2/99,2984.429932,3014.840088,2971.679932,2981.629883,2981.629883,1248540000,0.160266895
11/3/99,3021.530029,3040.939941,3011.939941,3028.51001,3028.51001,1339050000,0.072492671
11/4/99,3067.080078,3077.409912,3030.310059,3055.949951,3055.949951,1364610000,0.01908816
11/5/99,3100.129883,3118.060059,3081.459961,3102.290039,3102.290039,1346320000,-0.013403097
11/8/99,3072.040039,3148.199951,3068.860107,3143.969971,3143.969971,1300800000,-0.033810684
11/9/99,3172.98999,3174.810059,3099.219971,3125.040039,3125.040039,1470420000,0.130396679
11/10/99,3126.090088,3186.570068,3122.040039,3155.959961,3155.959961,1433250000,-0.025278492
11/11/99,3186.409912,3201.379883,3169.040039,3197.290039,3197.290039,1382840000,-0.035171812
11/12/99,3220.97998,3222.98999,3124.77002,3221.149902,3221.149902,1409070000,0.01896821
11/15/99,3230.26001,3236.350098,3214.580078,3219.540039,3219.540039,1283340000,-0.089229066
11/16/99,3242.919922,3295.52002,3235.199951,3295.52002,3295.52002,1486980000,0.158679695
11/17/99,3308.879883,3324.23999,3268.850098,3269.389893,3269.389893,1652650000,0.111413738
11/18/99,3301.48999,3347.110107,3288.679932,3347.110107,3347.110107,1592920000,-0.036141954
11/19/99,3351.75,3373,3335.629883,3369.25,3369.25,1422350000,-0.107080079
11/22/99,3399.060059,3400.22998,3357.679932,3392.560059,3392.560059,1374760000,-0.033458713
11/23/99,3408.679932,3411.22998,3320.669922,3342.870117,3342.870117,1456310000,0.059319445
11/24/99,3351.659912,3420.5,3328.030029,3420.5,3420.5,1290550000,-0.11382192
11/26/99,3455.139893,3469.350098,3444.129883,3447.810059,3447.810059,730780000,-0.433745302
11/29/99,3458.129883,3468.320068,3421.360107,3421.370117,3421.370117,1543750000,1.112468869
11/30/99,3424.610107,3424.610107,3326.530029,3336.159912,3336.159912,1548680000,0.003193522
12/1/99,3341.100098,3375.800049,3321.570068,3353.709961,3353.709961,1434310000,-0.073849988
12/2/99,3371.850098,3452.780029,3371.850098,3452.780029,3452.780029,1458170000,0.016635176
12/3/99,3507.300049,3553.560059,3507.300049,3520.629883,3520.629883,1539060000,0.055473642
12/6/99,3531.23999,3570.909912,3507.719971,3546.01001,3546.01001,1373230000,-0.107747586
12/7/99,3573.300049,3589.060059,3532.409912,3586.919922,3586.919922,1564600000,0.139357573
12/8/99,3588.820068,3625.469971,3579.51001,3586.080078,3586.080078,1676620000,0.071596574
12/9/99,3643.570068,3647.550049,3514.909912,3594.169922,3594.169922,1787570000,0.066174804
12/10/99,3633.550049,3636.649902,3560.909912,3620.23999,3620.23999,1594040000,-0.108264292
12/13/99,3624.669922,3668.159912,3597.97998,3658.169922,3658.169922,1582860000,-0.007013626
12/14/99,3669.209961,3669.850098,3571.26001,3571.659912,3571.659912,1596410000,0.008560454
12/15/99,3546.72998,3621.97998,3503.699951,3621.949951,3621.949951,1648290000,0.032497917
12/16/99,3669.22998,3715.25,3666.22998,3715.060059,3715.060059,1430310000,-0.132246146
12/17/99,3792.22998,3796.800049,3742.679932,3753.060059,3753.060059,1572710000,0.099558837
12/20/99,3782.060059,3801.929932,3747.790039,3783.870117,3783.870117,1324450000,-0.157854913
12/21/99,3798.25,3911.169922,3785.780029,3911.149902,3911.149902,1486980000,0.122715089
12/22/99,3935.48999,3948.47998,3878.060059,3937.300049,3937.300049,1473570000,-0.009018279
12/23/99,3966.459961,4001.629883,3958.169922,3969.439941,3969.439941,1272680000,-0.13632878
12/27/99,4001.899902,4001.899902,3902.350098,3975.379883,3975.379883,1154650000,-0.092741302
12/28/99,3977.879883,4022.51001,3943.040039,3972.110107,3972.110107,1237130000,0.071432902
12/29/99,3990.540039,4041.540039,3987.879883,4041.459961,4041.459961,1158430000,-0.06361498
12/30/99,4079.030029,4090.610107,4026.189941,4036.870117,4036.870117,1107160000,-0.044258177
12/31/99,4056.98999,4082.370117,4032.330078,4069.310059,4069.310059,762980000,-0.310867445
1/3/00,4186.189941,4192.189941,3989.709961,4131.149902,4131.149902,1510070000,0.979173766
1/4/00,4020,4073.25,3898.22998,3901.689941,3901.689941,1511840000,0.001172131
1/5/00,3854.350098,3924.209961,3734.870117,3877.540039,3877.540039,1735670000,0.148051381
1/6/00,3834.439941,3868.76001,3715.620117,3727.129883,3727.129883,1598320000,-0.079133706
1/7/00,3711.090088,3882.669922,3711.090088,3882.620117,3882.620117,1634930000,0.022905301
1/10/00,4002.22998,4072.360107,3958.830078,4049.669922,4049.669922,1691710000,0.034729316
1/11/00,4031.379883,4066.659912,3904.820068,3921.189941,3921.189941,1694460000,0.001625574
1/12/00,3950.949951,3950.97998,3834.530029,3850.02002,3850.02002,1525900000,-0.09947712
1/13/00,3915.139893,3957.469971,3858.219971,3957.209961,3957.209961,1476970000,-0.032066322
1/14/00,4045.719971,4091.949951,4045.719971,4064.27002,4064.27002,1656630000,0.121640927
1/18/00,4059.649902,4148,4053.209961,4130.810059,4130.810059,1585230000,-0.043099545
1/19/00,4116.27002,4164.649902,4084.72998,4151.290039,4151.290039,1652210000,0.042252544
1/20/00,4205.060059,4227.350098,4143.609863,4189.509766,4189.509766,1851300000,0.12049921
1/21/00,4236.649902,4238,4168.299805,4235.399902,4235.399902,1923680000,0.039096851
1/24/00,4290.379883,4303.149902,4095.310059,4096.080078,4096.080078,1989050000,0.033981743
1/25/00,4124.75,4167.629883,4028.51001,4167.410156,4167.410156,1743630000,-0.123385536
1/26/00,4174.720215,4174.720215,4069.909912,4069.909912,4069.909912,1717000000,-0.015272736
1/27/00,4120.5,4140.089844,3973.590088,4039.560059,4039.560059,1798460000,0.047443215
1/28/00,4010.139893,4048.310059,3856.22998,3887.070068,3887.070068,1616370000,-0.101247734
1/31/00,3873.840088,3940.459961,3748.030029,3940.350098,3940.350098,1507630000,-0.067274201
2/1/00,3961.070068,4053.159912,3911.840088,4051.97998,4051.97998,1398240000,-0.07255759
2/2/00,4059.030029,4125.75,4051.439941,4073.959961,4073.959961,1527880000,0.092716558
2/3/00,4134.649902,4211.060059,4085.530029,4210.97998,4210.97998,1722330000,0.127267848
2/4/00,4242.149902,4294.839844,4229.200195,4244.140137,4244.140137,1751450000,0.016907329
2/7/00,4274.029785,4321.959961,4244.740234,4321.77002,4321.77002,1625540000,-0.071889006
2/8/00,4370.009766,4428.47998,4370.009766,4427.5,4427.5,1971180000,0.21263088
2/9/00,4460.180176,4460.759766,4362.740234,4363.240234,4363.240234,1775590000,-0.09922483
2/10/00,4390.160156,4485.669922,4357.689941,4485.629883,4485.629883,1813590000,0.021401337
2/11/00,4489.330078,4489.790039,4360.540039,4395.450195,4395.450195,1738590000,-0.041354441
2/14/00,4434.379883,4435.959961,4355.540039,4418.549805,4418.549805,1600850000,-0.079225119
2/15/00,4415.52002,4440.620117,4291.100098,4420.77002,4420.77002,1708930000,0.067514133
2/16/00,4427.189941,4477.640137,4413.660156,4427.649902,4427.649902,1782130000,0.04283382
2/17/00,4483.009766,4553.140137,4444.75,4548.919922,4548.919922,2008440000,0.126988491
2/18/00,4563.720215,4564.450195,4404.609863,4411.740234,4411.740234,1898410000,-0.054783812
2/22/00,4432.830078,4443.939941,4291.009766,4382.120117,4382.120117,1772290000,-0.066434543
2/23/00,4406.879883,4567.970215,4401.379883,4550.330078,4550.330078,1892800000,0.067996773
2/24/00,4583.890137,4620.029785,4495.200195,4617.649902,4617.649902,1944050000,0.027076289
2/25/00,4618.830078,4662.930176,4576.189941,4590.5,4590.5,1825500000,-0.060980942
2/28/00,4575.069824,4626.720215,4466.419922,4577.850098,4577.850098,1798070000,-0.01502602
2/29/00,4646.640137,4698.459961,4637.169922,4696.689941,4696.689941,2088840000,0.16171228
3/1/00,4732.819824,4796.899902,4732.819824,4784.080078,4784.080078,2232340000,0.068698416
3/2/00,4816.810059,4829.009766,4705.450195,4754.509766,4754.509766,2137080000,-0.042672711
3/3/00,4846.009766,4914.790039,4813.819824,4914.790039,4914.790039,2136530000,-0.000257361
3/6/00,4935.649902,4980.149902,4887.879883,4904.850098,4904.850098,2015580000,-0.056610485
3/7/00,4991.970215,5006.779785,4829.879883,4847.839844,4847.839844,2156410000,0.069870707
3/8/00,4920.859863,4923.140137,4722.140137,4897.259766,4897.259766,2020130000,-0.063197629
3/9/00,4913.080078,5047.959961,4857.569824,5046.859863,5046.859863,2006810000,-0.006593635
3/10/00,5060.339844,5132.52002,5039.350098,5048.620117,5048.620117,1992170000,-0.00729516
3/13/00,4879.029785,5027.72998,4839.259766,4907.240234,4907.240234,1736270000,-0.128452893
3/14/00,4997.310059,5013.490234,4706.609863,4706.629883,4706.629883,1977820000,0.139120068
3/15/00,4758.439941,4758.439941,4553.919922,4582.620117,4582.620117,1937800000,-0.020234399
3/16/00,4658.439941,4717.759766,4455.100098,4717.390137,4717.390137,2041510000,0.053519455
3/17/00,4702.029785,4805.939941,4702.029785,4798.129883,4798.129883,1691530000,-0.17143193
3/20/00,4812.140137,4822.700195,4610,4610,4610,1539860000,-0.089664387
3/21/00,4589.52002,4712.240234,4467.529785,4711.680176,4711.680176,1753310000,0.138616498
3/22/00,4750.540039,4900.419922,4736.899902,4864.75,4864.75,1769510000,0.009239667
3/23/00,4874.169922,4975.660156,4865.100098,4940.609863,4940.609863,1714160000,-0.031279846
3/24/00,4986.540039,5078.859863,4902.830078,4963.029785,4963.029785,1688970000,-0.014695244
3/27/00,4994.419922,5022.22998,4946.609863,4958.560059,4958.560059,1380380000,-0.182708988
3/28/00,4939.049805,4952.930176,4833.890137,4833.890137,4833.890137,1490090000,0.079478115
3/29/00,4860.02002,4860.02002,4641.009766,4644.669922,4644.669922,1738270000,0.166553698
3/30/00,4540.439941,4683.879883,4355.689941,4457.890137,4457.890137,1925860000,0.107917642
3/31/00,4550.209961,4606.47998,4381.379883,4572.830078,4572.830078,2118100000,0.09982034
4/3/00,4494.890137,4572.839844,4193.100098,4223.680176,4223.680176,1739920000,-0.178546811
4/4/00,4283.450195,4283.450195,3649.110107,4148.890137,4148.890137,2889100000,0.660478643
4/5/00,4025.899902,4286.879883,4009.090088,4169.220215,4169.220215,1947700000,-0.325845419
4/6/00,4266.799805,4324.089844,4196.509766,4267.560059,4267.560059,1746450000,-0.103327001
4/7/00,4354.129883,4446.450195,4323.180176,4446.450195,4446.450195,1563430000,-0.104795442
4/10/00,4475.200195,4475.200195,4188.169922,4188.200195,4188.200195,1446140000,-0.075020948
4/11/00,4094.610107,4182.959961,4009.52002,4055.899902,4055.899902,1679390000,0.161291438
4/12/00,4050.320068,4077.919922,3769.169922,3769.629883,3769.629883,1921090000,0.143921305
4/13/00,3839.560059,3914.679932,3676.669922,3676.780029,3676.780029,1951500000,0.015829555
4/14/00,3597.439941,3615.639893,3265.97998,3321.290039,3321.290039,2555780000,0.309648988
4/17/00,3232.939941,3539.77002,3227.040039,3539.159912,3539.159912,2482830000,-0.028543145
4/18/00,3596.149902,3794.969971,3563.830078,3793.570068,3793.570068,2152720000,-0.13295715
4/19/00,3832.649902,3851.560059,3698.330078,3706.409912,3706.409912,1760270000,-0.182304248
4/20/00,3735.080078,3751.330078,3599.679932,3643.879883,3643.879883,1422730000,-0.191754674
4/24/00,3466.689941,3496.820068,3345.25,3482.47998,3482.47998,1540710000,0.082925081
4/25/00,3592.72998,3711.570068,3583.919922,3711.22998,3711.22998,1622910000,0.053352026
4/26/00,3728.98999,3777.080078,3629.360107,3630.090088,3630.090088,1592830000,-0.018534608
4/27/00,3519.129883,3774.110107,3513.76001,3774.030029,3774.030029,1548760000,-0.027667736
4/28/00,3830.610107,3873.850098,3810.060059,3860.659912,3860.659912,1583710000,0.02256644
5/1/00,3930.179932,3982.379883,3899.709961,3958.080078,3958.080078,1500610000,-0.052471728
5/2/00,3927.919922,3948.629883,3784.540039,3785.449951,3785.449951,1438040000,-0.041696377
5/3/00,3755.300049,3759.209961,3592.790039,3707.310059,3707.310059,1480050000,0.029213374
5/4/00,3723.27002,3762.469971,3679.429932,3720.23999,3720.23999,1287850000,-0.129860478
5/5/00,3694.280029,3818.399902,3694.280029,3816.820068,3816.820068,1197290000,-0.070318748
5/8/00,3758.459961,3765.219971,3669.110107,3669.379883,3669.379883,1142710000,-0.045586282
5/9/00,3704.850098,3708.73999,3540.820068,3585.01001,3585.01001,1454780000,0.273096411
5/10/00,3525.02002,3531.47998,3367.060059,3384.72998,3384.72998,1580110000,0.086150483
5/11/00,3450.060059,3502.530029,3389.870117,3499.580078,3499.580078,1370230000,-0.132826196
5/12/00,3546.23999,3619.689941,3523.199951,3529.060059,3529.060059,1220040000,-0.109609336
5/15/00,3533.209961,3607.77002,3445.129883,3607.649902,3607.649902,1155810000,-0.052645815
5/16/00,3674.889893,3729.120117,3626.98999,3717.570068,3717.570068,1495270000,0.293698791
5/17/00,3649.540039,3690.820068,3616.27002,3644.959961,3644.959961,1227380000,-0.179158279
5/18/00,3660.23999,3663.840088,3538.709961,3538.709961,3538.709961,1258610000,0.025444443
5/19/00,3480.629883,3506.179932,3381.72998,3390.399902,3390.399902,1366930000,0.086063197
5/22/00,3390.949951,3390.949951,3172.649902,3364.209961,3364.209961,1615480000,0.181830818
